Wall time,Step,Value
1719192057.3138604,4000,4.596001625061035
1719192086.287923,8000,4.556021213531494
1719192113.1199152,12000,4.506168365478516
1719192136.058498,16000,4.439791679382324
1719192162.3136556,20000,4.390669345855713
1719192192.0911393,24000,4.380858421325684
1719192221.4099264,28000,4.387115001678467
1719192249.7840886,32000,4.368296146392822
1719192275.0251188,36000,4.360955715179443
1719192298.1135862,40000,4.3421630859375
1719192326.2758024,44000,4.320338726043701
1719192359.7678914,48000,4.299588680267334
1719192389.321701,52000,4.2671661376953125
1719192418.1223516,56000,4.231525897979736
1719192445.0580113,60000,4.229869842529297
1719192472.6211274,64000,4.195274829864502
1719192495.6730783,68000,4.135897636413574
1719192518.8507907,72000,4.11726188659668
1719192542.4558644,76000,4.101621627807617
1719192570.6010725,80000,4.073708534240723
1719192598.077534,84000,4.012435436248779
1719192626.6323726,88000,4.002415657043457
1719192653.8771703,92000,3.952972888946533
1719192677.648692,96000,3.9555702209472656
1719192701.96107,100000,3.8448877334594727
1719192727.2817862,104000,3.830082654953003
1719192754.710762,108000,3.796588182449341
1719192782.7930074,112000,3.8266866207122803
1719192810.8821855,116000,3.628859281539917
1719192838.4206536,120000,3.691690444946289
1719192862.303769,124000,3.642517566680908
1719192884.4215372,128000,3.562753915786743
1719192909.6959143,132000,3.5565390586853027
1719192938.6158774,136000,3.624882221221924
1719192967.2931051,140000,3.5115809440612793
1719192994.9367926,144000,3.431441307067871
1719193026.1856036,148000,3.524935007095337
1719193049.2729998,152000,3.493469476699829
1719193071.5636053,156000,3.3859784603118896
1719193096.3648372,160000,3.35028076171875
1719193125.5925024,164000,3.2909674644470215
1719193153.5750868,168000,3.257024049758911
1719193183.255227,172000,3.39315128326416
1719193211.5494628,176000,3.4033682346343994
1719193235.8332984,180000,3.3700320720672607
1719193258.4518805,184000,3.1559031009674072
1719193286.3873167,188000,3.249234199523926
1719193313.9692185,192000,3.1754231452941895
1719193341.5186477,196000,3.1209964752197266
1719193369.837463,200000,3.0230274200439453
1719193395.3594756,204000,3.095364809036255
1719193418.9559424,208000,2.911698818206787
1719193441.752557,212000,2.8983664512634277
1719193468.3609025,216000,3.015681028366089
1719193496.9301493,220000,2.9174063205718994
1719193525.5312383,224000,2.7484138011932373
1719193553.003308,228000,2.8312838077545166
1719193580.0938752,232000,2.6828436851501465
1719193604.6318135,236000,2.9455885887145996
1719193628.8112018,240000,2.6502482891082764
1719193654.6177416,244000,2.889098882675171
1719193682.9599402,248000,2.803494691848755
1719193712.7670085,252000,2.7651877403259277
1719193739.9733982,256000,2.7370312213897705
1719193766.9943783,260000,2.570730209350586
1719193792.0361059,264000,2.8017776012420654
1719193816.357718,268000,2.874605655670166
1719193841.0014725,272000,2.5527570247650146
1719193868.7887936,276000,2.81740403175354
1719193897.9164424,280000,2.3707399368286133
1719193925.0344121,284000,2.553886890411377
1719193954.1506126,288000,2.5332024097442627
1719193984.0452724,292000,2.658876657485962
1719194008.0066023,296000,2.705328941345215
1719194032.7490962,300000,2.7868635654449463
1719194058.3974028,304000,2.610158920288086
1719194085.0952725,308000,2.6147546768188477
1719194112.1244168,312000,2.497114658355713
1719194138.6685665,316000,2.583172559738159
1719194166.472083,320000,2.556589365005493
1719194191.8565812,324000,2.3910880088806152
1719194214.211688,328000,2.4626858234405518
1719194237.741633,332000,2.7146646976470947
1719194267.8561678,336000,2.3418798446655273
1719194294.5370684,340000,2.249927282333374
1719194321.631456,344000,2.4625229835510254
1719194348.9634097,348000,2.19079852104187
1719194377.0386248,352000,2.6248741149902344
1719194399.8744924,356000,2.148848533630371
1719194422.2880323,360000,2.3086578845977783
1719194449.2002928,364000,2.3815126419067383
1719194477.2725656,368000,2.3367044925689697
1719194504.7408307,372000,2.4117844104766846
1719194531.7139382,376000,2.552285671234131
1719194559.578442,380000,2.2654194831848145
1719194582.9182365,384000,2.446713447570801
1719194606.168469,388000,2.5343456268310547
1719194631.5830445,392000,2.4464995861053467
1719194659.2390823,396000,2.456214189529419
1719194687.8982754,400000,2.515965223312378
1719194715.900894,404000,2.5004403591156006
1719194742.8742843,408000,2.4788637161254883
1719194769.8142898,412000,2.5767855644226074
1719194795.9460669,416000,2.3970425128936768
1719194819.9768584,420000,2.7965919971466064
1719194843.4324827,424000,2.666921854019165
1719194870.8477643,428000,2.399085283279419
1719194898.5783236,432000,2.3073103427886963
1719194926.2820942,436000,2.4804506301879883
1719194954.742212,440000,2.5235111713409424
1719194982.4152646,444000,2.5272164344787598
1719195008.0824707,448000,2.457852840423584
1719195030.013923,452000,2.6118695735931396
1719195053.0872524,456000,2.633775234222412
1719195080.946314,460000,2.447188377380371
1719195108.0561934,464000,2.5459706783294678
